baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
MUC5AC	176.537010146516	4.18010193370935	0.931852139276111	4.48579957862904	7.26410009609867e-06	0.00490491849670662	shIFI6_Day1_vs_shIFI6_Day0	MUC5AC	MUC5AC	18.1274229136989
MYH16	15.0610031140824	5.1014009103592	1.25650161675995	4.06000345905945	4.90719889455971e-05	0.0151196178659657	shIFI6_Day1_vs_shIFI6_Day0	MYH16	MYH16	34.3300703920831
MYRF	71.9147898790127	1.43936295641483	0.399278095984857	3.60491339467172	0.000312257040566354	0.0451409805349302	shIFI6_Day1_vs_shIFI6_Day0	MYRF	MYRF	2.712010861482
NACAD	11.4270358801801	4.44410734017481	1.20041680606487	3.702136889222	0.000213791209474794	0.0356839147949221	shIFI6_Day1_vs_shIFI6_Day0	NACAD	NACAD	21.7675531394799
NID1	44.152333017945	4.51908888974082	1.26319338908889	3.57751151072785	0.00034688094818518	0.047274463167806	shIFI6_Day1_vs_shIFI6_Day0	NID1	NID1	22.9287990899836
PCDH12	171.173908555834	1.44061436706515	0.310882037192683	4.6339582050933	3.58739452337009e-06	0.00313474974380369	shIFI6_Day1_vs_shIFI6_Day0	PCDH12	PCDH12	2.71436431216516
PGF	304.45197414982	1.99246121298796	0.492018602315127	4.04956480021832	5.13129682810999e-05	0.0152450828763148	shIFI6_Day1_vs_shIFI6_Day0	PGF	PGF	3.97915256062109
PLEKHG1	66.1680630009024	1.66154602665186	0.470438080552341	3.53191226505524	0.000412566211176281	0.0490293685361892	shIFI6_Day1_vs_shIFI6_Day0	PLEKHG1	PLEKHG1	3.16355357160394
PLIN4	125.969480568892	3.77355161624264	0.860646770680792	4.38455327411229	1.16224038157135e-05	0.00616610031008659	shIFI6_Day1_vs_shIFI6_Day0	PLIN4	PLIN4	13.6757838076572
PLXNB3	207.057891755686	2.01260844576316	0.558081166757867	3.60630059863025	0.000310593323722382	0.0451409805349302	shIFI6_Day1_vs_shIFI6_Day0	PLXNB3	PLXNB3	4.03511123853419
PVRL4	509.65600770192	4.24611523338226	0.9013217987986	4.71098695165483	2.46520021356051e-06	0.00244136994482942	shIFI6_Day1_vs_shIFI6_Day0	PVRL4	PVRL4	18.9761476250538
RAP1GAP	41.0688345596874	1.09015957292274	0.289322998029463	3.76796722122907	0.000164582306979176	0.0317515606516319	shIFI6_Day1_vs_shIFI6_Day0	RAP1GAP	RAP1GAP	2.12897583262439
RGS12	678.08328395872	1.86642006273984	0.394187647677143	4.73485172287417	2.19215304268082e-06	0.00244136994482942	shIFI6_Day1_vs_shIFI6_Day0	RGS12	RGS12	3.64626663433561
RP11-277P12.20	55.0543370350454	3.26625471293296	0.844231992727018	3.86890658145089	0.000109324515690922	0.023536459138966	shIFI6_Day1_vs_shIFI6_Day0	RP11-277P12.20	RP11-277P12.20	9.62145254285376
RRM2	1725.42246004444	1.03567145261429	0.207596342990169	4.98887137266833	6.07330666024759e-07	0.00150364950729963	shIFI6_Day1_vs_shIFI6_Day0	RRM2	RRM2	2.05006755725533
SCN4B	97.2205937094667	1.85855205343329	0.392360020628261	4.73685379681983	2.17061640164624e-06	0.00244136994482942	shIFI6_Day1_vs_shIFI6_Day0	SCN4B	SCN4B	3.62643515854155
SDC4	266.6281095989	1.22721075899694	0.292309716996855	4.19832351659436	2.68898295184304e-05	0.0105118004604285	shIFI6_Day1_vs_shIFI6_Day0	SDC4	SDC4	2.34113926799157
SESN2	1144.74065744922	1.09900778000711	0.242027186714468	4.5408443362343	5.60293894421803e-06	0.00396341228649328	shIFI6_Day1_vs_shIFI6_Day0	SESN2	SESN2	2.14207319788846
SHISA4	15.7650609585658	2.16692430357109	0.577091470676909	3.75490613477507	0.000173406452304434	0.0321994106122795	shIFI6_Day1_vs_shIFI6_Day0	SHISA4	SHISA4	4.49065006324442
SIGLEC12	44.2615789789961	1.34039347022235	0.372627996763587	3.59713570065633	0.000321740650977905	0.0459563208680459	shIFI6_Day1_vs_shIFI6_Day0	SIGLEC12	SIGLEC12	2.53220370871744
SMPD3	93.2241937777925	2.09886747001903	0.45743792321249	4.58831103306679	4.46846533582751e-06	0.00349363434545883	shIFI6_Day1_vs_shIFI6_Day0	SMPD3	SMPD3	4.28372975935475
